packet_id,server_id,client_send_time(s),server_Rev_Time(s),server_Send_Time(s),client_rev_time(s),latency(ms),queue_len
10864728,5,1,1.0011,1.0061,1.00724,7.24412,1
10864746,15,1.02014,1.02124,1.04193,1.04315,23.0151,1
10864751,2,1.02132,1.02242,1.02742,1.02854,7.21949,1
10864756,2,1.02256,1.02366,1.03243,1.03374,11.1761,1
10864761,7,1.02607,1.02717,1.03218,1.03336,7.288,1
10864771,4,1.02769,1.02879,1.03379,1.03493,7.23964,1
10864875,1,1.03943,1.04053,1.04554,1.0468,7.36292,1
10864917,2,1.0422,1.0433,1.0483,1.04954,7.34492,1
10864971,0,1.04823,1.04933,1.05433,1.05549,7.26328,1
10865015,12,1.04905,1.05015,1.07083,1.07201,22.9614,1
10865022,7,1.05195,1.05305,1.05805,1.05917,7.22077,1
10865036,3,1.05442,1.05552,1.06052,1.06168,7.25982,1
10865071,5,1.06071,1.06181,1.06681,1.06799,7.27951,1
10865074,12,1.06124,1.06234,1.09154,1.09282,31.5813,1
10865102,15,1.06991,1.07101,1.09168,1.0928,22.89,1
10865128,1,1.07233,1.07343,1.07843,1.07957,7.23774,1
10865133,1,1.07346,1.07456,1.08343,1.08456,11.0993,1
10865152,2,1.08852,1.08962,1.09462,1.09572,7.20432,1
10865215,13,1.09356,1.09466,1.11534,1.11652,22.9569,1
10865225,2,1.09968,1.10079,1.10579,1.10695,7.26108,1
10865247,7,1.10596,1.10706,1.11206,1.11317,7.20954,1
10865252,2,1.10855,1.10965,1.11465,1.11579,7.23994,1
10865257,14,1.11034,1.11144,1.13211,1.13321,22.8733,1
10865297,10,1.1175,1.1186,1.13927,1.14038,22.8824,1
10865302,8,1.12061,1.12171,1.12671,1.12786,7.24995,1
10865320,15,1.12887,1.12997,1.15067,1.15188,23.0131,1
10865330,3,1.13559,1.13669,1.14669,1.1478,12.2086,1
10865340,4,1.14482,1.14592,1.15093,1.15216,7.34306,1
