packet_id,server_id,client_send_time(s),server_Rev_Time(s),server_Send_Time(s),client_rev_time(s),latency(ms),queue_len
6048712,5,1,1.0011,1.0061,1.00724,7.24321,1
6048715,15,1.00002,1.00112,1.0218,1.02298,22.9665,1
6048722,2,1.00256,1.00366,1.00867,1.00992,7.35805,1
6048740,1,1.00692,1.00802,1.01302,1.01427,7.35058,1
6048835,7,1.02113,1.02223,1.02723,1.02833,7.20572,1
6048865,4,1.0265,1.0276,1.0326,1.0337,7.2065,1
6048875,1,1.03091,1.03201,1.03701,1.03818,7.2691,1
6048885,2,1.03306,1.03416,1.03916,1.04033,7.26756,1
6048932,13,1.04192,1.04302,1.06372,1.06498,23.0655,1
6048937,12,1.04766,1.04876,1.06944,1.07061,22.9534,1
6048942,7,1.05828,1.05938,1.06439,1.06566,7.37477,1
6048945,3,1.05859,1.05969,1.06469,1.06579,7.20282,1
6049059,5,1.06756,1.06866,1.07366,1.07485,7.29024,1
6049110,15,1.07411,1.07521,1.0959,1.09713,23.0214,1
6049115,15,1.07988,1.08099,1.11658,1.11772,37.8314,1
6049120,1,1.08618,1.08728,1.09228,1.09341,7.23569,1
6049134,1,1.09268,1.09378,1.09878,1.09992,7.2449,1
6049137,2,1.0934,1.0945,1.09951,1.10088,7.48475,1
6049279,13,1.1,1.1011,1.1218,1.12304,23.0436,1
6049284,0,1.10475,1.10585,1.11085,1.11199,7.24659,1
6049289,3,1.10652,1.10762,1.11262,1.11378,7.26424,1
6049307,9,1.11259,1.11369,1.13439,1.13567,23.0799,1
6049338,14,1.12085,1.12195,1.14264,1.14383,22.9852,1
6049388,10,1.12613,1.12723,1.1479,1.149,22.8773,1
6049446,13,1.13521,1.13631,1.15701,1.15823,23.0244,1
6049451,15,1.14137,1.14247,1.16326,1.16487,23.4985,1
6049454,3,1.14183,1.14293,1.14793,1.1491,7.26726,1
6049490,4,1.14325,1.14435,1.14935,1.15051,7.26153,1
6049493,12,1.144,1.1451,1.16578,1.16693,22.9269,1
6049543,13,1.15583,1.15693,1.17768,1.17882,22.987,1
6049585,15,1.16058,1.16169,1.18395,1.18512,24.5363,1
6049588,5,1.16086,1.16196,1.16696,1.1681,7.23925,1
6049770,15,1.167,1.1681,1.20462,1.20573,38.7345,1
6049779,15,1.17246,1.17356,1.22532,1.22653,54.0769,2
6049782,0,1.1734,1.1745,1.1795,1.1806,7.20235,1
6049789,6,1.17502,1.17612,1.18113,1.18235,7.32707,1
6049866,8,1.19236,1.19346,1.19846,1.19956,7.20444,1
6049871,12,1.195,1.19611,1.21679,1.21796,22.9553,1
6049874,3,1.19559,1.19669,1.2017,1.20284,7.25065,1
6049904,15,1.21244,1.21354,1.24601,1.2472,34.7615,1
6049967,10,1.22661,1.22772,1.2484,1.24957,22.9546,1
6049972,14,1.22976,1.23086,1.25154,1.25272,22.9652,1
6049975,9,1.23051,1.23162,1.25229,1.25344,22.9246,1
6050011,11,1.24752,1.24862,1.2693,1.27043,22.9056,1
6050014,3,1.24774,1.24884,1.25384,1.25495,7.21083,1
6050017,8,1.24812,1.24922,1.25423,1.2554,7.27997,1
6050111,15,1.26431,1.26541,1.28612,1.2874,23.0823,1
6050116,1,1.26761,1.26871,1.27371,1.27487,7.25789,1
6050147,8,1.27598,1.27708,1.28208,1.28318,7.2027,1
6050152,13,1.27917,1.28027,1.30098,1.30225,23.0813,1
6050157,13,1.28103,1.28213,1.32166,1.32281,41.7814,1
6050160,3,1.28136,1.28246,1.28746,1.28859,7.23576,1
6050225,5,1.28704,1.28814,1.29315,1.29431,7.26188,1
6050239,7,1.28957,1.29067,1.29568,1.2969,7.32723,1
6050244,13,1.29307,1.29417,1.34235,1.34354,50.4671,2
6050264,13,1.29383,1.29493,1.36302,1.36414,70.309,3
6050308,14,1.29856,1.29966,1.32034,1.32147,22.9055,1
6050366,4,1.30196,1.30306,1.30806,1.30921,7.252,1
6050378,10,1.30811,1.30921,1.32989,1.33103,22.9148,1
6050389,10,1.31907,1.32017,1.35058,1.35176,32.6949,1
6050420,13,1.32682,1.32793,1.38376,1.38515,58.3205,2
6050434,2,1.33158,1.33268,1.33768,1.33879,7.20325,1
6050439,13,1.33346,1.33456,1.40443,1.40556,72.1003,3
6050444,5,1.33641,1.33751,1.34251,1.34362,7.21672,1
6050454,12,1.33855,1.33965,1.36034,1.36151,22.9595,1
6050493,9,1.34984,1.35094,1.37162,1.37278,22.9441,1
6050523,13,1.35109,1.35219,1.4251,1.42621,75.1183,3
