packet_id,server_id,client_send_time(s),server_Rev_Time(s),server_Send_Time(s),client_rev_time(s),latency(ms),queue_len
3018112,5,1,1.0011,1.0061,1.00724,7.24321,1
3018115,14,1.00002,1.00112,1.0218,1.02298,22.9665,1
3018122,2,1.00256,1.00366,1.00867,1.00992,7.35805,1
3018140,1,1.00692,1.00802,1.01302,1.01427,7.35058,1
3018235,7,1.02113,1.02223,1.02723,1.02833,7.20572,1
3018265,4,1.0265,1.0276,1.0326,1.0337,7.2065,1
3018275,6,1.03091,1.03201,1.03701,1.03818,7.2691,1
3018285,1,1.03306,1.03416,1.03916,1.04033,7.26756,1
3018332,13,1.04192,1.04302,1.06372,1.06498,23.0655,1
3018337,12,1.04766,1.04876,1.06944,1.07061,22.9534,1
3018342,7,1.05828,1.05938,1.06439,1.06566,7.37477,1
3018345,3,1.05859,1.05969,1.06469,1.06579,7.20282,1
3018459,5,1.06756,1.06866,1.07366,1.07485,7.29024,1
3018510,15,1.07411,1.07521,1.0959,1.09713,23.0214,1
3018515,15,1.07988,1.08099,1.11658,1.11772,37.8314,1
3018520,6,1.08618,1.08728,1.09228,1.09341,7.23569,1
3018534,1,1.09268,1.09378,1.09878,1.09992,7.2449,1
3018537,2,1.0934,1.0945,1.09951,1.10088,7.48475,1
3018679,8,1.1,1.1011,1.10611,1.10735,7.34895,1
3018684,0,1.10475,1.10585,1.11085,1.11199,7.24659,1
3018734,3,1.10652,1.10762,1.11262,1.11378,7.26424,1
3018752,9,1.11259,1.11369,1.13439,1.13567,23.0799,1
3018783,0,1.12085,1.12195,1.12695,1.12815,7.29953,1
3018788,7,1.12613,1.12723,1.13223,1.13333,7.20671,1
3018880,13,1.13521,1.13631,1.15701,1.15823,23.0244,1
3018885,14,1.14137,1.14247,1.16326,1.16487,23.4985,1
3018888,3,1.14183,1.14293,1.14793,1.1491,7.26726,1
3018895,1,1.14325,1.14435,1.14935,1.15051,7.26153,1
3018898,6,1.144,1.1451,1.15011,1.15125,7.25018,1
3018956,11,1.15583,1.15693,1.17761,1.17875,22.9144,1
3018998,15,1.16058,1.16169,1.18237,1.18354,22.9578,1
3019001,5,1.16086,1.16196,1.16696,1.1681,7.23925,1
3019170,15,1.167,1.1681,1.20304,1.20415,37.156,1
3019179,15,1.17246,1.17356,1.22374,1.22495,52.4984,2
3019182,0,1.1734,1.1745,1.1795,1.1806,7.20235,1
3019189,6,1.17502,1.17612,1.18113,1.18235,7.32707,1
3019266,8,1.19236,1.19346,1.19846,1.19956,7.20444,1
3019271,12,1.195,1.19611,1.21679,1.21796,22.9553,1
3019274,3,1.19559,1.19669,1.2017,1.20284,7.25065,1
3019304,0,1.21244,1.21354,1.21855,1.21974,7.30188,1
3019396,10,1.22661,1.22772,1.2484,1.24957,22.9546,1
3019401,6,1.22976,1.23086,1.23586,1.23704,7.28259,1
3019404,9,1.23051,1.23162,1.25229,1.25344,22.9246,1
3019436,1,1.24752,1.24862,1.25362,1.25475,7.2322,1
